,Tweet,positive_match,negative_match,sentiment
2413,sgt d hinshelwood spent his time with 78 squadron and flew operations as a rear gunner in halifax aircraft on d day 6th june 1944 and the night before as seen in logbook belonging to him all records can be found on the national archive hinshelwood completed 37 operations ,[],[],neutral
2414,sun 05 00 today cloudy 60 percent chance of showers this morning clearing this afternoon fog patches dissipating this morning wind becoming west 20 km h this afternoon high 12 uv index 2 or low ,[],['cloudy'],negative
2415, love the end when austin goes to find preston for setting up the try ,['love'],[],positive
2416,a busy few days at the shelter for homings and reservations hadfield amberley lola and hamble and halifax have all found their new homes best wishes to them all and their new families hurrayforhomings caturday ,['best'],[],positive
2417,we went to see on their grandtour at read our thoughts here ,[],[],neutral
2418,review of our halifax show ,[],[],neutral
2419, i was there 14 years old listening to a wakey fan saying urrrrn wakefield get em onside and forrrard pass on repeat for 79 minutes this was the only time i couldnt hear him ,[],[],neutral
2420, i remember people shouting put the ball down when he was trying to get closer to the posts ,[],[],neutral
2421,speaking at the cubaat60 conference in halifax about uscuba relations and the unprecedented strengthening of the blockade due to the aggressiveness and scope of the new measures taken to suffocate the cuban economy the blockadeisreal unblockcuba ,[],"['aggressiveness', 'suffocate']",negative
2422,remembering halifax drysalter william smith who died on this day 1860 aged 42 the gravestone also documents the death of his 4 year old granddaughter beatrice holden who died june 1890 whilst on a visit from the falls of schuykill philadelphia ,[],"['died', 'death', 'falls']",negative
2423, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2424, oldschoolsundays try time warren wilson 8th march 1992 stones bitter championship wakefield trinity 14 19 halifax rl attendance 6 527 bell vue forwardtogether ,[],['bitter'],negative
2425, let s get the little ones active and having fun inside training in a safe friendly environment every sat morn 10 11 at the halifax academy hx2 0ba just 1 per session boys and girls aged 3 5 year old school year 1 and under ,"['fun', 'safe', 'friendly']",[],positive
2426,this canadian province is officially honoring lebanese heritage this month novascotia halifax lebanon diaspora ,['honoring'],[],positive
2427,akerley blvd wastewater system maintenance halifax water crews will begin work on akerley blvd near the intersection with windmill road between 9 am and 4 pm on tuesday nov 5 motorists please use an alternate route if possible learn more ,['work'],[],positive
2428,we love this quote from we believe and weve found it join magician extraordinaire on sat 16th nov for a sensational show filled with unique and memorable magic more info amp tickets halifax theatre ,"['love', 'sensational', 'memorable', 'magic']",[],positive
2429,duchess of sussex thanks halifax mp for letter of solidarity i like the fact she took the time out to respond well done the press dont portray what the british people think ,"['solidarity', 'like', 'well']",[],positive
2430, sounds good to us 2020 season tickets on sale now forwardtogether ,['good'],[],positive
2431,halifax and brighouse car boot sales are on today until 12 noon come along and grab a bargain new traders are always welcome find out more here marketsmagic ,"['bargain', 'welcome']",[],positive
2432,you have to check out this ear resistible bunny themed cafe in halifax rabbit hole cafe is a charming coffee shop that offers enchanting asian style desserts amp pastries what a great hop portunity to relax amp snack on something that looks almost too cute to eat charguen ig ,"['charming', 'enchanting', 'great', 'cute']",[],positive
2433,de bedste biludlejning lejepriser biludlejning halifax international yhz sammenlign biludlejning halifax robert l stanfield international airport beliggende 22 miles 35km ,[],[],neutral
2434, halifax loved it,['loved'],[],positive
2435,official tufc tv jamie reid on today s 4 2 win over fc halifax town looking good jr tufc halvtor ,"['win', 'good']",[],positive
2436,this canadian province is officially honoring lebanese heritage this month novascotia halifax lebanon diaspora ,['honoring'],[],positive
2437,sun 04 00 temp 4 5 c humidity 83 press 101 6 kpa falling ,[],['falling'],negative
2438,we re launching our smart parking app for halifax next week you will have the option to use the free appy parking app to pay by card the app uses a sensor system amp only charges you for the minutes youve parked beyond the minimum stay more info ,"['smart', 'free']",[],positive
2439,4am halifax shearwater weather,[],[],neutral
2440,in halifax earlier this year i met a white woman whose preteen kid was obsessed with bts this tweet ignores the band s global tours album sales and multiple cover stories in time ew and billboard to seth age 47 general population means older white people ,[],[],neutral
2441,quick stop by halifax minster before heading off will have to return with more time on my side as there was plenty to see in the minster forgot about archbishop rokeby s chapel and the connection with kirk sandall so that was a nice surprise ,['nice'],[],positive
2442, you ll find info on how to raise a complaint with us here i hope this helps paul,[],['complaint'],negative
2443,in halifax this morning for a service of celebration the bishop of huddersfield delivering a sermon during a pleasant service at all souls haley hill to simultaneously commemorate the 160th anniversary of its consecration and the 50th anniversary of ,"['celebration', 'pleasant']",[],positive
2444,saturday s notable scores part 4 nhl edmonton 2 pittsburgh 1 ot shots 52 28 pittsburgh winnipeg 4 vegas 3 ot vegas led 3 1 after 50 minutes ohl windsor 10 soo 2 ojhl oakville 7 milton 4 markham 8 north york 4 qmjhl saint john 4 halifax 3 shots 37 14 halifax ,"['led', 'saint']",[],positive
2445,we re launching our smart parking app for halifax next week you will have the option to use the free appy parking app to pay by card the app uses a sensor system amp only charges you for the minutes youve parked beyond the minimum stay more info ,"['smart', 'free']",[],positive
2446,hey happy birthday bud chocotaco chocotacogames chococlips pubg pubgclips twitch ,['happy'],[],positive
2447,this canadian province is officially honoring lebanese heritage this month novascotia halifax lebanon diaspora ,['honoring'],[],positive
2448, see you halifax ,[],[],neutral
2449, faxtv coming up on oldschoolsundays tries from bob grogan damian gibson warren wilson james bunyan gareth potts forwardtogether ,[],[],neutral
2450, same in my halifax seat and labour candidate is a great constituency mp who supports a pv a vote for her is better than risking a libdem vote and handing it to the tories ,"['great', 'supports', 'better']",[],positive
2451, there is nothing good about changing time twice per year in terms of the biological clock via ,['good'],[],positive
2452, well spotted ,['well'],[],positive
